sin+,sin-,v high,v low,mean V,std, mean R,std
26,58,28,27,-9.803779e-07,5.512180e-10,-9.803779e-03,5.512180e-06
26,58,29,28,-3.993040e-07,2.009744e-09,-3.993040e-03,2.009744e-05
26,58,30,29,-2.101998e-07,1.212134e-09,-2.101998e-03,1.212134e-05
26,58,31,30,-1.388375e-07,1.291532e-09,-1.388375e-03,1.291532e-05
26,58,32,31,-5.959501e-08,2.875242e-09,-5.959501e-04,2.875242e-05
26,58,33,32,-1.296711e-07,4.391073e-10,-1.296711e-03,4.391073e-06
26,58,34,33,-1.433365e-07,7.066974e-10,-1.433365e-03,7.066974e-06
26,58,35,34,-1.910679e-07,1.835421e-09,-1.910679e-03,1.835421e-05
26,58,36,35,-2.133562e-07,3.108145e-10,-2.133562e-03,3.108145e-06
26,58,37,36,-2.195695e-07,5.899446e-10,-2.195695e-03,5.899446e-06
26,58,38,37,-2.150137e-07,3.178184e-10,-2.150137e-03,3.178184e-06
26,58,39,38,-2.287065e-07,1.342335e-09,-2.287065e-03,1.342335e-05
26,58,40,39,-2.024567e-07,6.031820e-09,-2.024567e-03,6.031820e-05
26,58,41,40,-1.891497e-07,6.980768e-10,-1.891497e-03,6.980768e-06
26,58,42,41,-1.753384e-07,2.583804e-10,-1.753384e-03,2.583804e-06
26,58,43,42,-1.535159e-07,6.221549e-10,-1.535159e-03,6.221549e-06
26,58,44,43,-1.457603e-07,1.720975e-09,-1.457603e-03,1.720975e-05
26,58,45,44,-1.142125e-07,6.307410e-10,-1.142125e-03,6.307410e-06
26,58,46,45,-9.296726e-08,1.307214e-09,-9.296726e-04,1.307214e-05
26,58,47,46,-6.722291e-08,9.504229e-10,-6.722291e-04,9.504229e-06
26,58,48,47,-5.268034e-08,9.881396e-09,-5.268034e-04,9.881396e-05
26,58,49,48,-6.076915e-08,6.163532e-10,-6.076915e-04,6.163532e-06
26,58,50,49,-9.895931e-08,8.183370e-10,-9.895931e-04,8.183370e-06
26,58,51,50,-1.263245e-07,3.834890e-10,-1.263245e-03,3.834890e-06
26,58,52,51,-1.626595e-07,8.400531e-10,-1.626595e-03,8.400531e-06
26,58,53,52,-2.060787e-07,7.598607e-10,-2.060787e-03,7.598607e-06
26,58,54,53,-2.621475e-07,7.323620e-10,-2.621475e-03,7.323620e-06
26,58,55,54,-3.540945e-07,6.775991e-10,-3.540945e-03,6.775991e-06
26,58,56,55,-5.254334e-07,1.156971e-09,-5.254334e-03,1.156971e-05
26,58,57,56,-9.585802e-07,1.150990e-09,-9.585802e-03,1.150990e-05
26,58,60,59,7.919294e-07,7.705980e-10,7.919294e-03,7.705980e-06
26,58,61,60,3.360715e-07,1.219445e-09,3.360715e-03,1.219445e-05
26,58,62,61,1.654740e-07,1.338284e-09,1.654740e-03,1.338284e-05
26,58,63,62,6.037756e-08,1.397165e-09,6.037756e-04,1.397165e-05
26,58,0,63,4.551461e-08,3.681359e-09,4.551461e-04,3.681359e-05
1,33,3,2,-1.051037e-06,1.923115e-09,-1.051037e-02,1.923115e-05
1,33,4,3,-6.330107e-07,3.254752e-09,-6.330107e-03,3.254752e-05
1,33,5,4,-4.676845e-07,1.065896e-09,-4.676845e-03,1.065896e-05
1,33,6,5,-3.819551e-07,8.671083e-10,-3.819551e-03,8.671083e-06
1,33,7,6,-3.185056e-07,7.961776e-10,-3.185056e-03,7.961776e-06
1,33,8,7,-2.794940e-07,4.793505e-09,-2.794940e-03,4.793505e-05
1,33,9,8,-2.334146e-07,1.246193e-09,-2.334146e-03,1.246193e-05
1,33,10,9,-1.938982e-07,2.766166e-09,-1.938982e-03,2.766166e-05
1,33,11,10,-1.825117e-07,4.527105e-09,-1.825117e-03,4.527105e-05
1,33,12,11,-1.443572e-07,7.782442e-10,-1.443572e-03,7.782442e-06
1,33,13,12,-1.158675e-07,1.733051e-09,-1.158675e-03,1.733051e-05
1,33,14,13,-1.261510e-07,1.683438e-09,-1.261510e-03,1.683438e-05
1,33,15,14,-5.435299e-08,1.184031e-09,-5.435299e-04,1.184031e-05
1,33,16,15,-8.067742e-08,9.302423e-09,-8.067742e-04,9.302423e-05
1,33,17,16,-6.005906e-08,1.021225e-09,-6.005906e-04,1.021225e-05
1,33,18,17,-1.009699e-07,5.122214e-09,-1.009699e-03,5.122214e-05
1,33,19,18,-1.079568e-07,2.018466e-09,-1.079568e-03,2.018466e-05
1,33,20,19,-1.419109e-07,4.772813e-10,-1.419109e-03,4.772813e-06
1,33,21,20,-1.739614e-07,1.170118e-09,-1.739614e-03,1.170118e-05
1,33,22,21,-1.946145e-07,1.015984e-09,-1.946145e-03,1.015984e-05
1,33,23,22,-2.331652e-07,1.859172e-09,-2.331652e-03,1.859172e-05
1,33,24,23,-2.568813e-07,1.211241e-09,-2.568813e-03,1.211241e-05
1,33,25,24,-2.852962e-07,5.078864e-10,-2.852962e-03,5.078864e-06
1,33,26,25,-3.432850e-07,3.160961e-09,-3.432850e-03,3.160961e-05
1,33,27,26,-3.845682e-07,1.120030e-09,-3.845682e-03,1.120030e-05
1,33,28,27,-4.467582e-07,8.258091e-10,-4.467582e-03,8.258091e-06
1,33,29,28,-5.317191e-07,2.838662e-09,-5.317191e-03,2.838662e-05
1,33,30,29,-5.919866e-07,3.588980e-10,-5.919866e-03,3.588980e-06
1,33,31,30,-6.459232e-07,3.186813e-09,-6.459232e-03,3.186813e-05
1,33,32,31,-5.739949e-07,2.010712e-09,-5.739949e-03,2.010712e-05
1,33,35,34,1.170052e-06,1.237076e-09,1.170052e-02,1.237076e-05
1,33,36,35,6.005117e-07,1.476579e-09,6.005117e-03,1.476579e-05
1,33,37,36,4.293321e-07,9.826814e-10,4.293321e-03,9.826814e-06
1,33,38,37,3.181780e-07,7.786067e-10,3.181780e-03,7.786067e-06
1,33,39,38,2.668944e-07,3.778123e-10,2.668944e-03,3.778123e-06
1,33,40,39,1.995162e-07,2.536380e-09,1.995162e-03,2.536380e-05
1,33,41,40,1.722858e-07,7.830600e-10,1.722858e-03,7.830600e-06
1,33,42,41,1.356089e-07,3.688306e-10,1.356089e-03,3.688306e-06
1,33,43,42,1.165521e-07,1.431161e-09,1.165521e-03,1.431161e-05
1,33,44,43,7.644461e-08,1.782096e-09,7.644461e-04,1.782096e-05
1,33,45,44,5.885029e-08,1.047052e-09,5.885029e-04,1.047052e-05
1,33,46,45,2.960819e-08,1.295546e-09,2.960819e-04,1.295546e-05
1,33,47,46,-3.333744e-09,1.980524e-09,-3.333744e-05,1.980524e-05
1,33,48,47,-2.889486e-08,9.518148e-10,-2.889486e-04,9.518148e-06
1,33,49,48,4.357058e-09,2.582760e-09,4.357058e-05,2.582760e-05
1,33,50,49,2.678681e-08,1.167931e-09,2.678681e-04,1.167931e-05
1,33,51,50,4.851002e-08,1.196640e-09,4.851002e-04,1.196640e-05
1,33,52,51,6.470533e-08,1.814230e-09,6.470533e-04,1.814230e-05
1,33,53,52,1.007801e-07,7.844681e-10,1.007801e-03,7.844681e-06
1,33,54,53,1.291802e-07,3.269062e-10,1.291802e-03,3.269062e-06
1,33,55,54,1.595276e-07,2.611759e-10,1.595276e-03,2.611759e-06
1,33,56,55,1.686260e-07,9.005289e-10,1.686260e-03,9.005289e-06
1,33,57,56,2.327454e-07,4.540652e-10,2.327454e-03,4.540652e-06
1,33,58,57,2.638215e-07,1.909167e-09,2.638215e-03,1.909167e-05
1,33,59,58,3.100525e-07,7.474967e-10,3.100525e-03,7.474967e-06
1,33,60,59,3.713718e-07,4.868956e-10,3.713718e-03,4.868956e-06
1,33,61,60,4.463094e-07,1.944941e-09,4.463094e-03,1.944941e-05
1,33,62,61,5.196507e-07,1.325352e-09,5.196507e-03,1.325352e-05
1,33,63,62,5.170002e-07,8.190615e-10,5.170002e-03,8.190615e-06
1,33,0,63,3.187998e-07,1.732801e-08,3.187998e-03,1.732801e-04
4,63,0,52,-2.792632e-06,1.040408e-08,-2.792632e-02,1.040408e-04
4,63,39,62,2.615296e-06,6.373251e-09,2.615296e-02,6.373251e-05
4,63,8,41,4.556956e-07,6.182640e-09,4.556956e-03,6.182640e-05
4,63,38,56,2.949512e-07,3.428708e-09,2.949512e-03,3.428708e-05
4,63,33,54,1.904935e-07,1.671580e-08,1.904935e-03,1.671580e-04
4,63,7,56,8.512689e-07,8.234381e-09,8.512689e-03,8.234381e-05
4,63,16,55,4.333590e-07,9.251982e-09,4.333590e-03,9.251982e-05
4,63,45,51,1.194969e-08,4.011772e-09,1.194969e-04,4.011772e-05
4,63,24,47,1.609836e-07,3.014916e-09,1.609836e-03,3.014916e-05
4,63,8,62,3.069583e-06,4.961650e-09,3.069583e-02,4.961650e-05
4,63,23,51,2.275027e-07,1.695874e-08,2.275027e-03,1.695874e-04
4,63,39,54,1.750090e-07,3.443251e-09,1.750090e-03,3.443251e-05
4,63,49,55,1.090052e-07,6.502484e-10,1.090052e-03,6.502484e-06
4,63,35,52,1.616317e-07,2.083442e-09,1.616317e-03,2.083442e-05
4,63,8,54,6.284014e-07,9.918698e-09,6.284014e-03,9.918698e-05
4,63,9,41,3.616349e-07,6.271547e-09,3.616349e-03,6.271547e-05
4,63,24,55,3.021032e-07,7.498209e-09,3.021032e-03,7.498209e-05
4,63,7,35,4.966810e-07,5.258921e-09,4.966810e-03,5.258921e-05
4,63,8,11,1.372469e-07,2.130125e-09,1.372469e-03,2.130125e-05
4,63,9,62,3.006659e-06,4.210037e-09,3.006659e-02,4.210037e-05
4,63,16,51,2.784508e-07,1.712641e-08,2.784508e-03,1.712641e-04
4,63,37,47,8.403407e-08,3.759971e-09,8.403407e-04,3.759971e-05
4,63,23,41,1.357269e-07,6.859671e-09,1.357269e-03,6.859671e-05
4,63,38,59,6.963855e-07,5.211158e-09,6.963855e-03,5.211158e-05
4,63,49,51,-1.049921e-08,3.025796e-10,-1.049921e-04,3.025796e-06
4,63,9,54,5.438814e-07,3.277924e-09,5.438814e-03,3.277924e-05
4,63,7,59,1.295377e-06,1.469016e-08,1.295377e-02,1.469016e-04
4,63,45,62,2.553097e-06,7.669407e-10,2.553097e-02,7.669407e-06
4,63,15,36,1.570691e-08,2.280977e-08,1.570691e-04,2.280977e-04
4,63,15,27,1.103011e-07,3.242007e-09,1.103011e-03,3.242007e-05
4,63,23,62,2.729570e-06,7.041275e-09,2.729570e-02,7.041275e-05
4,63,40,47,4.428917e-08,1.343576e-09,4.428917e-04,1.343576e-05
4,63,38,42,1.550255e-08,4.870101e-09,1.550255e-04,4.870101e-05
4,63,24,51,2.102323e-07,7.741069e-09,2.102323e-03,7.741069e-05
4,63,3,47,8.715404e-07,2.709447e-08,8.715404e-03,2.709447e-04
4,63,7,12,3.537859e-07,1.296828e-08,3.537859e-03,1.296828e-04
4,63,37,55,2.199711e-07,2.308515e-09,2.199711e-03,2.308515e-05
4,63,9,11,4.830716e-08,3.376159e-09,4.830716e-04,3.376159e-05
4,63,7,42,5.511261e-07,5.489121e-08,5.511261e-03,5.489121e-04
4,63,38,50,6.472556e-08,6.244345e-09,6.472556e-04,6.244345e-05
4,63,34,52,1.533477e-07,5.979704e-09,1.533477e-03,5.979704e-05
4,63,15,31,1.041916e-07,9.933254e-09,1.041916e-03,9.933254e-05
4,63,31,52,1.275055e-07,1.043558e-08,1.275055e-03,1.043558e-04
4,63,45,54,1.267595e-07,5.925015e-09,1.267595e-03,5.925015e-05
4,63,15,34,1.563157e-07,7.794518e-09,1.563157e-03,7.794518e-05
4,63,7,50,6.992481e-07,8.070565e-09,6.992481e-03,8.070565e-05
4,63,23,54,2.944807e-07,1.590136e-08,2.944807e-03,1.590136e-04
4,63,40,55,2.085697e-07,8.517154e-09,2.085697e-03,8.517154e-05
4,63,16,41,2.438257e-07,2.984722e-08,2.438257e-03,2.984722e-04
4,63,27,52,2.284301e-07,1.573408e-08,2.284301e-03,1.573408e-04
4,63,3,55,1.016230e-06,1.936153e-08,1.016230e-02,1.936153e-04
4,63,36,52,1.422512e-07,1.993796e-09,1.422512e-03,1.993796e-05
4,63,61,62,1.080522e-06,1.766583e-09,1.080522e-02,1.766583e-05
4,63,21,47,2.488351e-07,1.362559e-08,2.488351e-03,1.362559e-04
4,63,8,26,3.690878e-07,4.900634e-09,3.690878e-03,4.900634e-05
4,63,16,62,2.862190e-06,6.384762e-09,2.862190e-02,6.384762e-05
4,63,48,55,1.130085e-07,2.151633e-09,1.130085e-03,2.151633e-05
4,63,13,47,2.858972e-07,8.166749e-09,2.858972e-03,8.166749e-05
4,63,15,56,4.655857e-07,1.550239e-08,4.655857e-03,1.550239e-04
4,63,32,47,1.156122e-07,2.349510e-09,1.156122e-03,2.349510e-05
4,63,49,62,2.520235e-06,9.682485e-10,2.520235e-02,9.682485e-06
4,63,24,41,1.354468e-07,4.195820e-09,1.354468e-03,4.195820e-05
4,63,37,51,8.925110e-08,5.651988e-09,8.925110e-04,5.651988e-05
4,63,21,55,3.297834e-07,1.235813e-08,3.297834e-03,1.235813e-04
4,63,16,54,3.870349e-07,6.629888e-09,3.870349e-03,6.629888e-05
4,63,38,43,3.266340e-08,4.035993e-09,3.266340e-04,4.035993e-05
4,63,44,47,-7.041370e-09,2.112968e-09,-7.041370e-05,2.112968e-05
4,63,13,55,4.463691e-07,6.815467e-09,4.463691e-03,6.815467e-05
4,63,7,30,5.216233e-07,1.414656e-08,5.216233e-03,1.414656e-04
4,63,24,62,2.736017e-06,3.081556e-09,2.736017e-02,3.081556e-05
4,63,7,43,6.505732e-07,4.884447e-09,6.505732e-03,4.884447e-05
4,63,49,54,6.102050e-08,6.900954e-10,6.102050e-04,6.900954e-06
4,63,40,51,7.081902e-08,1.742184e-09,7.081902e-04,1.742184e-05
4,63,32,55,3.094455e-07,1.372077e-08,3.094455e-03,1.372077e-04
4,63,1,52,-1.505039e-06,3.972089e-08,-1.505039e-02,3.972089e-04
4,63,7,18,4.063143e-07,1.778807e-08,4.063143e-03,1.778807e-04
4,63,9,26,2.684204e-07,1.948491e-09,2.684204e-03,1.948491e-05
4,63,3,51,9.048522e-07,2.035053e-08,9.048522e-03,2.035053e-04
4,63,15,35,1.507778e-07,1.040440e-09,1.507778e-03,1.040440e-05
4,63,38,57,3.341445e-07,1.250642e-08,3.341445e-03,1.250642e-04
4,63,7,57,9.259847e-07,3.932362e-09,9.259847e-03,3.932362e-05
4,63,44,55,1.464184e-07,1.916700e-09,1.464184e-03,1.916700e-05
4,63,24,54,3.523765e-07,1.870251e-08,3.523765e-03,1.870251e-04
4,63,48,51,-8.346852e-09,1.099133e-09,-8.346852e-05,1.099133e-05
4,63,19,47,2.835886e-07,7.641338e-09,2.835886e-03,7.641338e-05
4,63,20,47,2.324105e-07,2.691234e-09,2.324105e-03,2.691234e-05
4,63,33,36,-2.874257e-08,1.499671e-09,-2.874257e-04,1.499671e-05
4,63,53,55,4.793418e-08,9.509777e-10,4.793418e-04,9.509777e-06
4,63,7,29,4.654447e-07,8.406954e-09,4.654447e-03,8.406954e-05
4,63,28,47,1.540274e-07,3.075304e-09,1.540274e-03,3.075304e-05
4,63,38,46,5.216716e-08,2.914970e-09,5.216716e-04,2.914970e-05
4,63,17,47,2.854084e-07,8.025609e-09,2.854084e-03,8.025609e-05
4,63,37,41,8.269577e-09,2.663604e-09,8.269577e-05,2.663604e-05
4,63,23,26,5.679906e-09,3.486488e-10,5.679906e-05,3.486488e-06
4,63,21,51,2.457064e-07,1.040061e-08,2.457064e-03,1.040061e-04
4,63,7,25,4.747939e-07,5.814594e-09,4.747939e-03,5.814594e-05
4,63,22,47,2.078875e-07,3.432254e-09,2.078875e-03,3.432254e-05
4,63,7,46,6.318294e-07,1.668778e-08,6.318294e-03,1.668778e-04
4,63,7,10,2.863338e-07,1.513936e-08,2.863338e-03,1.513936e-04
4,63,15,59,9.523038e-07,2.726869e-08,9.523038e-03,2.726869e-04
14,16,56,60,-5.629070e-08,6.107497e-10,-5.629070e-04,6.107497e-06
14,16,55,58,-3.527509e-08,1.594703e-09,-3.527509e-04,1.594703e-05
14,16,27,33,-1.870614e-08,6.319838e-09,-1.870614e-04,6.319838e-05
14,16,34,40,-5.344057e-08,2.735755e-09,-5.344057e-04,2.735755e-05
14,16,31,33,-1.971071e-08,6.641047e-09,-1.971071e-04,6.641047e-05
14,16,35,61,-3.990888e-08,9.867317e-09,-3.990888e-04,9.867317e-05
14,16,47,53,-5.247385e-08,5.529651e-09,-5.247385e-04,5.529651e-05
14,16,30,40,-5.258366e-08,8.302299e-09,-5.258366e-04,8.302299e-05
14,16,4,8,-5.268880e-08,7.076642e-09,-5.268880e-04,7.076642e-05
14,16,35,48,-5.498300e-08,3.962848e-09,-5.498300e-04,3.962848e-05
14,16,26,61,-1.084631e-07,6.089474e-09,-1.084631e-03,6.089474e-05
14,16,11,15,8.603192e-07,1.737070e-09,8.603192e-03,1.737070e-05
14,16,51,58,-4.183707e-08,7.228938e-10,-4.183707e-04,7.228938e-06
14,16,4,23,9.214213e-08,1.738512e-09,9.214213e-04,1.738512e-05
14,16,4,9,-8.165125e-08,1.604345e-09,-8.165125e-04,1.604345e-05
14,16,26,48,-8.623902e-08,4.317910e-09,-8.623902e-04,4.317910e-05
14,16,18,39,-5.331520e-07,5.328054e-09,-5.331520e-03,5.328054e-05
14,16,5,7,-4.256528e-08,1.143292e-09,-4.256528e-04,1.143292e-05
14,16,28,60,-8.049378e-08,9.838375e-09,-8.049378e-04,9.838375e-05
14,16,28,38,-6.637913e-08,2.681206e-09,-6.637913e-04,2.681206e-05
14,16,0,7,-6.715640e-08,1.919921e-09,-6.715640e-04,1.919921e-05
14,16,1,7,-5.334728e-08,1.134343e-09,-5.334728e-04,1.134343e-05
14,16,35,37,-3.486722e-08,1.164297e-09,-3.486722e-04,1.164297e-05
14,16,36,39,-3.285576e-08,5.254143e-10,-3.285576e-04,5.254143e-06
14,16,47,57,-4.807997e-08,1.469727e-09,-4.807997e-04,1.469727e-05
14,16,4,61,-4.446460e-08,1.409860e-08,-4.446460e-04,1.409860e-04
14,16,26,37,-6.469273e-08,3.326640e-09,-6.469273e-04,3.326640e-05
14,16,2,7,-6.280000e-08,8.325476e-10,-6.280000e-04,8.325476e-06
14,16,47,59,-4.617180e-08,9.888383e-10,-4.617180e-04,9.888383e-06
14,16,11,39,1.773978e-07,4.205599e-09,1.773978e-03,4.205599e-05
14,16,35,43,-4.366034e-08,1.057667e-09,-4.366034e-04,1.057667e-05
14,16,27,60,-4.892254e-08,1.467829e-08,-4.892254e-04,1.467829e-04
14,16,4,48,-4.709835e-08,2.823556e-08,-4.709835e-04,2.823556e-04
14,16,26,32,-6.590354e-08,4.773382e-09,-6.590354e-04,4.773382e-05
14,16,54,61,-4.064910e-08,1.507850e-09,-4.064910e-04,1.507850e-05
14,16,4,24,6.311005e-08,2.851364e-09,6.311005e-04,2.851364e-05
14,16,27,38,-7.369051e-08,1.591127e-09,-7.369051e-04,1.591127e-05
14,16,26,43,-7.365097e-08,1.015794e-08,-7.365097e-04,1.015794e-04
14,16,52,61,-4.817352e-08,1.827822e-09,-4.817352e-04,1.827822e-05
14,16,31,60,-7.170365e-08,8.052317e-09,-7.170365e-04,8.052317e-05
14,16,5,33,7.015460e-08,3.530296e-09,7.015460e-04,3.530296e-05
14,16,31,38,-7.600742e-08,7.300358e-09,-7.600742e-04,7.300358e-05
14,16,35,42,-3.857686e-08,5.915930e-09,-3.857686e-04,5.915930e-05
14,16,35,50,-2.281011e-08,8.397097e-09,-2.281011e-04,8.397097e-05
14,16,51,53,-3.198943e-08,8.805897e-10,-3.198943e-04,8.805897e-06
14,16,0,33,5.015090e-08,1.847147e-08,5.015090e-04,1.847147e-04
14,16,1,33,6.716051e-08,1.709935e-08,6.716051e-04,1.709935e-04
14,16,4,13,-9.079605e-07,2.778407e-09,-9.079605e-03,2.778407e-05
14,16,4,37,2.647762e-08,5.706032e-09,2.647762e-04,5.706032e-05
14,16,26,42,-6.244182e-08,1.423152e-09,-6.244182e-04,1.423152e-05
14,16,26,50,-9.428385e-08,2.587646e-09,-9.428385e-04,2.587646e-05
14,16,55,57,-3.376313e-08,7.602206e-10,-3.376313e-04,7.602206e-06
14,16,18,40,-5.074773e-07,1.372247e-09,-5.074773e-03,1.372247e-05
14,16,34,61,-6.931435e-08,1.265157e-08,-6.931435e-04,1.265157e-04
14,16,35,58,-8.459798e-08,4.908112e-09,-8.459798e-04,4.908112e-05
14,16,2,33,5.019431e-08,2.069750e-09,5.019431e-04,2.069750e-05
14,16,25,33,-2.520472e-08,3.589426e-09,-2.520472e-04,3.589426e-05
14,16,4,32,-7.298681e-11,3.031484e-09,-7.298681e-07,3.031484e-05
14,16,55,59,-4.196645e-08,5.606018e-10,-4.196645e-04,5.606018e-06
14,16,4,43,2.946441e-08,2.893379e-08,2.946441e-04,2.893379e-04
14,16,34,48,-9.778630e-09,1.000739e-08,-9.778630e-05,1.000739e-04
14,16,26,58,-8.023946e-08,4.222777e-09,-8.023946e-04,4.222777e-05
14,16,29,33,-2.089724e-08,7.080680e-09,-2.089724e-04,7.080680e-05
14,16,30,61,-4.526009e-08,8.339438e-09,-4.526009e-04,8.339438e-05
14,16,36,40,-3.068026e-08,9.230833e-10,-3.068026e-04,9.230833e-06
14,16,4,10,-1.322961e-07,4.406349e-09,-1.322961e-03,4.406349e-05
14,16,21,33,-1.217261e-07,7.259412e-09,-1.217261e-03,7.259412e-05
14,16,4,12,-3.707703e-07,1.062040e-09,-3.707703e-03,1.062040e-05
14,16,22,33,-7.230681e-08,8.290513e-09,-7.230681e-04,8.290513e-05
14,16,17,33,-1.208061e-06,2.217827e-09,-1.208061e-02,2.217827e-05
14,16,28,39,-3.459985e-08,4.751261e-09,-3.459985e-04,4.751261e-05
14,16,20,33,-1.649507e-07,2.938172e-09,-1.649507e-03,2.938172e-05
14,16,19,33,-2.672319e-07,5.525208e-09,-2.672319e-03,5.525208e-05
14,16,30,48,-3.973392e-08,2.070907e-08,-3.973392e-04,2.070907e-04
14,16,51,57,-4.582363e-08,1.794613e-09,-4.582363e-04,1.794613e-05
14,16,35,49,-5.050022e-08,2.246187e-09,-5.050022e-04,2.246187e-05
14,16,11,40,1.821444e-07,6.535100e-09,1.821444e-03,6.535100e-05
14,16,6,63,3.085312e-08,1.249912e-08,3.085312e-04,1.249912e-04
14,16,41,60,-6.424458e-08,1.674097e-09,-6.424458e-04,1.674097e-05
14,16,4,42,1.259620e-08,1.095179e-08,1.259620e-04,1.095179e-04
14,16,4,50,-5.041854e-08,1.475063e-08,-5.041854e-04,1.475063e-04
14,16,51,59,-4.676675e-08,4.260242e-10,-4.676675e-04,4.260242e-06
14,16,26,49,4.087898e-08,2.568452e-08,4.087898e-04,2.568452e-04
14,16,34,37,-3.541279e-08,1.146969e-09,-3.541279e-04,1.146969e-05
14,16,5,60,-3.998411e-08,3.389652e-09,-3.998411e-04,3.389652e-05
14,16,4,58,-8.488222e-09,9.728537e-09,-8.488222e-05,9.728537e-05
14,16,27,39,-5.195680e-08,8.858784e-10,-5.195680e-04,8.858784e-06
14,16,30,37,-2.587889e-08,2.489599e-09,-2.587889e-04,2.489599e-05
14,16,59,60,-3.096757e-08,1.701207e-09,-3.096757e-04,1.701207e-05
14,16,5,38,5.015912e-09,3.893045e-09,5.015912e-05,3.893045e-05
14,16,0,60,-4.752526e-08,1.391450e-08,-4.752526e-04,1.391450e-04
14,16,1,60,1.131703e-08,7.393334e-09,1.131703e-04,7.393334e-05
14,16,34,43,-5.441753e-08,8.556809e-10,-5.441753e-04,8.556809e-06
14,16,31,39,-2.829612e-08,5.165803e-09,-2.829612e-04,5.165803e-05
14,16,0,38,5.368883e-08,1.949204e-08,5.368883e-04,1.949204e-04
14,16,1,38,2.173637e-08,1.446561e-08,2.173637e-04,1.446561e-04
14,16,57,60,-3.188435e-08,7.581919e-10,-3.188435e-04,7.581919e-06
14,16,35,44,-6.027401e-08,3.382135e-09,-6.027401e-04,3.382135e-05
14,16,30,32,-1.840077e-08,1.894913e-09,-1.840077e-04,1.894913e-05
14,16,54,58,-3.959463e-08,1.197711e-09,-3.959463e-04,1.197711e-05
14,16,35,53,-3.565192e-08,1.882762e-09,-3.565192e-04,1.882762e-05
14,16,18,23,-4.594317e-07,1.216392e-09,-4.594317e-03,1.216392e-05
14,16,52,58,-4.901130e-08,3.658818e-10,-4.901130e-04,3.658818e-06
14,16,30,43,-2.453466e-08,9.359963e-09,-2.453466e-04,9.359963e-05
14,16,2,60,-3.704008e-08,9.949855e-09,-3.704008e-04,9.949855e-05
14,16,25,60,-7.948288e-08,1.262965e-08,-7.948288e-04,1.262965e-04
14,16,4,49,-1.837134e-09,3.428429e-09,-1.837134e-05,3.428429e-05
14,16,26,44,-8.211568e-08,5.971798e-09,-8.211568e-04,5.971798e-05
14,16,26,53,-5.339821e-08,3.550481e-09,-5.339821e-04,3.550481e-05
14,16,2,38,-2.022243e-08,2.713783e-09,-2.022243e-04,2.713783e-05
14,16,34,42,-2.252665e-08,2.656750e-09,-2.252665e-04,2.656750e-05
14,16,25,38,-7.000692e-08,1.837060e-09,-7.000692e-04,1.837060e-05
14,16,34,50,-5.421311e-08,4.724631e-09,-5.421311e-04,4.724631e-05
14,16,29,60,-6.156136e-08,6.102582e-09,-6.156136e-04,6.102582e-05
14,16,21,60,-1.541631e-07,5.075068e-09,-1.541631e-03,5.075068e-05
14,16,22,60,-1.609082e-07,1.972670e-08,-1.609082e-03,1.972670e-04
14,16,17,60,-1.281567e-06,5.390089e-09,-1.281567e-02,5.390089e-05
14,16,28,40,-6.882320e-08,7.832829e-09,-6.882320e-04,7.832829e-05
14,16,29,38,-5.598319e-08,4.790791e-09,-5.598319e-04,4.790791e-05
14,16,20,60,-2.268862e-07,1.019369e-08,-2.268862e-03,1.019369e-04
14,16,19,60,-3.264594e-07,7.163725e-09,-3.264594e-03,7.163725e-05
14,16,30,42,-6.972633e-09,1.367278e-08,-6.972633e-05,1.367278e-04
14,16,5,15,6.795826e-07,7.913238e-09,6.795826e-03,7.913238e-05
14,16,21,38,-1.473855e-07,2.369799e-09,-1.473855e-03,2.369799e-05
14,16,30,50,-1.290538e-07,1.681830e-08,-1.290538e-03,1.681830e-04
14,16,22,38,-1.089067e-07,5.922702e-09,-1.089067e-03,5.922702e-05
14,16,17,38,-1.243553e-06,5.955888e-09,-1.243553e-02,5.955888e-05
14,16,20,38,-1.863041e-07,8.397306e-09,-1.863041e-03,8.397306e-05
14,16,34,58,-5.400743e-08,8.140835e-09,-5.400743e-04,8.140835e-05
14,16,11,23,2.524458e-07,4.602488e-09,2.524458e-03,4.602488e-05
14,16,26,29,-4.813057e-08,2.747654e-09,-4.813057e-04,2.747654e-05
14,16,19,38,-2.869173e-07,3.113633e-09,-2.869173e-03,3.113633e-05
14,16,18,61,-5.826536e-07,9.141577e-09,-5.826536e-03,9.141577e-05
14,16,53,60,-4.603486e-08,1.598659e-09,-4.603486e-04,1.598659e-05
14,16,1,15,6.482556e-07,7.527291e-09,6.482556e-03,7.527291e-05
14,16,0,15,6.498769e-07,1.586914e-08,6.498769e-03,1.586914e-04
14,16,44,60,-5.480918e-08,1.182723e-09,-5.480918e-04,1.182723e-05
14,16,35,57,-8.535727e-08,2.102196e-09,-8.535727e-04,2.102196e-05
14,16,18,48,-5.394092e-07,5.471610e-09,-5.394092e-03,5.471610e-05
14,16,30,58,-4.186633e-08,2.120846e-08,-4.186633e-04,2.120846e-04
14,16,3,7,-4.408196e-08,7.585207e-09,-4.408196e-04,7.585207e-05
14,16,4,44,7.342898e-09,3.777199e-08,7.342898e-05,3.777199e-04
14,16,36,61,-9.051323e-08,7.722982e-09,-9.051323e-04,7.722982e-05
14,16,18,24,-4.765883e-07,2.530333e-09,-4.765883e-03,2.530333e-05
