sin+,sin-,v_high,v_low,voltage
0,31,2,1,-4.106890e+00
0,31,3,2,-1.004218e+00
0,31,4,3,-2.925208e+00
0,31,5,4,-2.117499e+00
0,31,6,5,-2.080101e+00
0,31,7,6,-1.838536e+00
0,31,8,7,-1.395118e+00
0,31,9,8,-9.117055e-01
0,31,10,9,-3.764000e-01
0,31,11,10,-4.335749e-01
0,31,12,11,5.329980e-03
0,31,13,12,-8.918967e-02
0,31,14,13,-4.192279e-01
0,31,15,14,9.679128e-01
0,31,16,15,-8.971479e-01
0,31,17,16,-3.049412e-01
0,31,18,17,9.798213e-02
0,31,19,18,-2.670611e-01
0,31,20,19,4.902997e-01
0,31,21,20,-6.374259e-01
0,31,22,21,-2.542270e+00
0,31,23,22,-2.698926e-01
0,31,24,23,-1.753721e+00
0,31,25,24,-2.166378e+00
0,31,26,25,-1.614164e+00
0,31,27,26,-1.757921e+00
0,31,28,27,-1.791261e+00
0,31,29,28,-2.442796e+00
0,31,30,29,-5.297281e+00
24,25,1,0,8.494121e-01
24,25,2,1,-1.231211e-02
24,25,3,2,-1.633161e-03
24,25,4,3,7.275432e-01
24,25,5,4,8.052122e-01
24,25,6,5,1.011762e+00
24,25,7,6,4.094934e-01
24,25,8,7,1.174894e+00
24,25,9,8,7.507722e-01
24,25,10,9,1.291599e-01
24,25,11,10,7.786242e-01
24,25,12,11,8.045079e-01
24,25,13,12,5.804426e-01
24,25,14,13,1.110068e+00
24,25,15,14,-2.432775e-01
24,25,16,15,-3.944378e-01
24,25,17,16,1.245032e-01
24,25,18,17,1.153754e+00
24,25,19,18,3.948285e-01
24,25,20,19,-6.522803e-02
24,25,21,20,-6.701054e-01
24,25,22,21,6.362399e+00
24,25,23,22,4.083733e+00
24,25,27,26,5.475689e+00
24,25,28,27,4.284765e+00
24,25,29,28,2.759685e+00
24,25,30,29,2.842127e+00
24,25,31,30,2.536446e+00
24,25,0,31,6.799555e-01
19,20,1,0,-1.446238e-01
19,20,2,1,-4.705187e-01
19,20,3,2,-4.089394e-01
19,20,4,3,3.917846e-01
19,20,5,4,-3.363414e-01
19,20,6,5,-7.263614e-01
19,20,7,6,-1.427484e-01
19,20,8,7,6.997089e-01
19,20,9,8,4.542686e-01
19,20,10,9,2.889869e-01
19,20,11,10,-1.349565e-01
19,20,12,11,3.122512e-01
19,20,13,12,-1.161402e-01
19,20,14,13,1.139043e+00
19,20,15,14,-5.231423e-01
19,20,16,15,2.922136e+00
19,20,17,16,3.129105e+00
19,20,18,17,7.055372e+00
19,20,22,21,2.312860e+01
19,20,23,22,7.223158e-01
19,20,24,23,2.605192e-01
19,20,25,24,3.593433e-01
19,20,26,25,8.818632e-01
19,20,27,26,3.615011e-01
19,20,28,27,5.617454e-01
19,20,29,28,4.351903e-01
19,20,30,29,-3.830104e-02
19,20,31,30,2.887592e-01
19,20,0,31,3.660636e-01
9,10,1,0,3.959281e-01
9,10,2,1,6.280206e-01
9,10,3,2,-1.539816e-01
9,10,4,3,1.473806e+00
9,10,5,4,1.763530e+00
9,10,6,5,4.110365e+00
9,10,7,6,8.617366e+00
9,10,8,7,1.951332e+01
