80.0Hz wait=[6.00060006e-04 2.00000000e-03 1.00000000e-03 6.00060006e-03
 4.00000000e-03 2.50000000e-03 2.00000000e-02 1.00000000e-02
 6.00060006e-02 4.00000000e-02 2.50000000e-02 2.00000000e-01
 1.00000000e-01 6.00060006e-01 4.00000000e-01 2.50000000e-01
 2.00000000e+00 1.00000000e+00 6.00060006e+00 4.00000000e+00
 2.50000000e+00]periods tc=11[x,x_std, theta, theta_std, y, y_std,fint,sin+,sin-,v+,v-]
2.922769e-05,2.008617e-06,1.980580e-01,3.544475e+00,1.672029e-07,1.782242e-06,8.000000e+01,0,1,3,2
1.881629e-04,3.966783e-07,2.165812e-01,9.143144e-02,7.111565e-07,3.001860e-07,8.000000e+01,7,8,10,9
