sin+,sin-,v_high,v_low,voltage
0,3,1,2,1.622915e-04
0,3,1,2,1.622891e-04
0,3,1,2,1.623703e-04
0,3,1,2,1.624362e-04
0,3,1,2,1.623627e-04
1,4,2,3,5.135756e-04
1,4,2,3,5.135952e-04
1,4,2,3,5.136027e-04
1,4,2,3,5.135738e-04
1,4,2,3,5.135291e-04
8,11,9,10,7.758092e-04
8,11,9,10,7.758209e-04
8,11,9,10,7.757992e-04
8,11,9,10,7.758032e-04
8,11,9,10,7.758061e-04
21,24,22,23,6.314598e-04
21,24,22,23,6.314731e-04
21,24,22,23,6.314770e-04
21,24,22,23,6.314930e-04
21,24,22,23,6.315031e-04
15,18,16,17,5.927699e-04
15,18,16,17,5.927858e-04
15,18,16,17,5.928791e-04
15,18,16,17,5.928640e-04
15,18,16,17,5.928629e-04
